node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
master,g5,personalized,a10,fan,6dB,17,0.9489066760608484
n1,g4,personalized,a10,fan,6dB,18,0.9430399929569206
n3,g4,personalized,a10,fan,6dB,19,0.9416655931778843
n3,g5,personalized,a10,pump,-6dB,0,0.6819099405528171
master,g6,personalized,a10,pump,-6dB,1,0.6851220506546403
n3,g1,personalized,a10,pump,-6dB,2,0.6741194985295386
master,g5,personalized,a10,pump,-6dB,3,0.6413121916279361
n1,g5,personalized,a10,pump,-6dB,4,0.6930368823868266
n3,g6,personalized,a10,pump,-6dB,5,0.6573560507424784
master,g3,personalized,a10,pump,-6dB,6,0.6691405671735702
n3,g5,personalized,a10,pump,-6dB,7,0.6832416376654666
master,g2,personalized,a10,pump,-6dB,8,0.6643743575858627
n1,g4,personalized,a10,pump,-6dB,9,0.6808152915456466
n3,g3,personalized,a10,pump,-6dB,10,0.6608159251535044
master,g0,personalized,a10,pump,-6dB,11,0.6883162488894412
n3,g0,personalized,a10,pump,-6dB,12,0.6694114146940671
master,g1,personalized,a10,pump,-6dB,13,0.6950019200428686
n1,g6,personalized,a10,pump,-6dB,14,0.6640686850950329
n3,g7,personalized,a10,pump,-6dB,15,0.6662794831415991
master,g7,personalized,a10,pump,-6dB,16,0.6700959282631149
n3,g4,personalized,a10,pump,-6dB,17,0.6751454696772579
master,g4,personalized,a10,pump,-6dB,18,0.6609780729474715
n1,g7,personalized,a10,pump,-6dB,19,0.6796989796228867
master,g6,personalized,a10,pump,0dB,0,0.7365661706994271
n1,g7,personalized,a10,pump,0dB,1,0.7631393020634591
n3,g7,personalized,a10,pump,0dB,2,0.7285314539235869
master,g3,personalized,a10,pump,0dB,3,0.7197110659327567
n3,g1,personalized,a10,pump,0dB,4,0.7635846032414806
master,g2,personalized,a10,pump,0dB,5,0.7148895456961037
n1,g5,personalized,a10,pump,0dB,6,0.7247964981465957
n3,g6,personalized,a10,pump,0dB,7,0.7380007844791889
master,g5,personalized,a10,pump,0dB,8,0.7379487734764526
n3,g5,personalized,a10,pump,0dB,9,0.7367548885787849
master,g0,personalized,a10,pump,0dB,10,0.7099434722336044
n1,g4,personalized,a10,pump,0dB,11,0.7353160258155699
n3,g4,personalized,a10,pump,0dB,12,0.7292638188120815
master,g7,personalized,a10,pump,0dB,13,0.7498493450003685
n3,g3,personalized,a10,pump,0dB,14,0.7247883100843447
master,g1,personalized,a10,pump,0dB,15,0.7259212358777298
n1,g6,personalized,a10,pump,0dB,16,0.7424174022793217
n3,g2,personalized,a10,pump,0dB,17,0.7339782066152967
master,g4,personalized,a10,pump,0dB,18,0.7373780310108157
n3,g0,personalized,a10,pump,0dB,19,0.7537089758773727
master,g6,personalized,a10,pump,6dB,0,0.8372937018633031
n3,g4,personalized,a10,pump,6dB,1,0.8546873871965417
master,g3,personalized,a10,pump,6dB,2,0.8250510135938395
n1,g6,personalized,a10,pump,6dB,3,0.8307067610883354
n3,g1,personalized,a10,pump,6dB,4,0.8611491754868064
master,g5,personalized,a10,pump,6dB,5,0.8398441989037438
n3,g6,personalized,a10,pump,6dB,6,0.8380431744434361
master,g2,personalized,a10,pump,6dB,7,0.8288310177051287
n1,g4,personalized,a10,pump,6dB,8,0.8457838135204033
n3,g5,personalized,a10,pump,6dB,9,0.8434107112890251
master,g0,personalized,a10,pump,6dB,10,0.8180620298280177
n3,g7,personalized,a10,pump,6dB,11,0.8270026322410067
master,g7,personalized,a10,pump,6dB,12,0.8315814789907086
n1,g5,personalized,a10,pump,6dB,13,0.8300269932978628
n3,g0,personalized,a10,pump,6dB,14,0.8468933429870654
master,g1,personalized,a10,pump,6dB,15,0.8374119871361178
n3,g3,personalized,a10,pump,6dB,16,0.8409811795844593
master,g4,personalized,a10,pump,6dB,17,0.8364166239757432
n1,g7,personalized,a10,pump,6dB,18,0.8436850813223827
n3,g2,personalized,a10,pump,6dB,19,0.8246709070927624
n3,g2,personalized,a10,slider,-6dB,0,0.8413648256509543
master,g6,personalized,a10,slider,-6dB,1,0.8283195086045934
n3,g3,personalized,a10,slider,-6dB,2,0.8534103581876245
master,g3,personalized,a10,slider,-6dB,3,0.8314266030494352
n1,g7,personalized,a10,slider,-6dB,4,0.8406416438222614
n3,g6,personalized,a10,slider,-6dB,5,0.833482724277275
master,g5,personalized,a10,slider,-6dB,6,0.8441298831064733
n3,g5,personalized,a10,slider,-6dB,7,0.834462502492733
master,g2,personalized,a10,slider,-6dB,8,0.8191000589546743
n1,g4,personalized,a10,slider,-6dB,9,0.840837867263328
n3,g7,personalized,a10,slider,-6dB,10,0.8471373737445405
master,g0,personalized,a10,slider,-6dB,11,0.845576030576054
n3,g4,personalized,a10,slider,-6dB,12,0.8490717998106785
master,g7,personalized,a10,slider,-6dB,13,0.8046566031767085
n1,g6,personalized,a10,slider,-6dB,14,0.8399367381850634
n3,g0,personalized,a10,slider,-6dB,15,0.8397767888389552
master,g1,personalized,a10,slider,-6dB,16,0.8376299291788513
n3,g1,personalized,a10,slider,-6dB,17,0.8407426588917544
master,g4,personalized,a10,slider,-6dB,18,0.8387409198268998
n1,g5,personalized,a10,slider,-6dB,19,0.8257429645002627
master,g6,personalized,a10,slider,0dB,0,0.892843398461477
n1,g5,personalized,a10,slider,0dB,1,0.893579206417202
n3,g3,personalized,a10,slider,0dB,2,0.9022347955535288
master,g5,personalized,a10,slider,0dB,3,0.8926379796088624
n3,g2,personalized,a10,slider,0dB,4,0.9018844011072712
master,g3,personalized,a10,slider,0dB,5,0.8976389690291453
n1,g6,personalized,a10,slider,0dB,6,0.9110983846634555
n3,g6,personalized,a10,slider,0dB,7,0.8903909133897147
master,g2,personalized,a10,slider,0dB,8,0.8873955411726898
n3,g5,personalized,a10,slider,0dB,9,0.9066377643322004
master,g7,personalized,a10,slider,0dB,10,0.9024698204591786
n1,g7,personalized,a10,slider,0dB,11,0.9042015099207689
n3,g0,personalized,a10,slider,0dB,12,0.9091915400129862
master,g1,personalized,a10,slider,0dB,13,0.8172120426488126
n3,g4,personalized,a10,slider,0dB,14,0.904153844547773
master,g0,personalized,a10,slider,0dB,15,0.9053536820054118
n1,g4,personalized,a10,slider,0dB,16,0.9045299608832391
n3,g7,personalized,a10,slider,0dB,17,0.8874552627783672
master,g4,personalized,a10,slider,0dB,18,0.9020633838602222
n3,g1,personalized,a10,slider,0dB,19,0.8661314094440551
master,g6,personalized,a10,slider,6dB,0,0.9274995843020356
n3,g2,personalized,a10,slider,6dB,1,0.9305863912786849
master,g5,personalized,a10,slider,6dB,2,0.9462000130153856
n1,g6,personalized,a10,slider,6dB,3,0.9491559101727305
n3,g0,personalized,a10,slider,6dB,4,0.9358505571538757
master,g3,personalized,a10,slider,6dB,5,0.945544306900125
n3,g6,personalized,a10,slider,6dB,6,0.9554541972769807
master,g2,personalized,a10,slider,6dB,7,0.9116099538279899
n1,g4,personalized,a10,slider,6dB,8,0.8796439473087911
n3,g5,personalized,a10,slider,6dB,9,0.9425390347683358
master,g7,personalized,a10,slider,6dB,10,0.9368118623176491
n3,g1,personalized,a10,slider,6dB,11,0.9457745479763948
master,g0,personalized,a10,slider,6dB,12,0.9483649578335583
n1,g7,personalized,a10,slider,6dB,13,0.8825746711658145
n3,g3,personalized,a10,slider,6dB,14,0.9488375058284966
master,g1,personalized,a10,slider,6dB,15,0.9527425644272259
n3,g7,personalized,a10,slider,6dB,16,0.9556916645429411
master,g4,personalized,a10,slider,6dB,17,0.8745442225290307
n1,g5,personalized,a10,slider,6dB,18,0.9516992864746256
n3,g4,personalized,a10,slider,6dB,19,0.8874601211698264
n3,g4,personalized,a10,valve,-6dB,0,0.487951633927117
master,g6,personalized,a10,valve,-6dB,1,0.4751330986632133
n3,g2,personalized,a10,valve,-6dB,2,0.5011975577966612
master,g5,personalized,a10,valve,-6dB,3,0.4980979869042592
n1,g7,personalized,a10,valve,-6dB,4,0.4798180761266789
n3,g6,personalized,a10,valve,-6dB,5,0.4971502128115595
master,g3,personalized,a10,valve,-6dB,6,0.5004186193859108
n3,g5,personalized,a10,valve,-6dB,7,0.4737984562168162
master,g2,personalized,a10,valve,-6dB,8,0.4657728995240539
n1,g4,personalized,a10,valve,-6dB,9,0.5304427014055167
n3,g3,personalized,a10,valve,-6dB,10,0.4984282995618531
master,g7,personalized,a10,valve,-6dB,11,0.5262676344747523
n3,g1,personalized,a10,valve,-6dB,12,0.5071620097723486
master,g0,personalized,a10,valve,-6dB,13,0.4896280122323667
n1,g6,personalized,a10,valve,-6dB,14,0.516816189295732
n3,g0,personalized,a10,valve,-6dB,15,0.520877034608515
master,g1,personalized,a10,valve,-6dB,16,0.4867372856675835
n3,g7,personalized,a10,valve,-6dB,17,0.4670762854039728
master,g4,personalized,a10,valve,-6dB,18,0.5084437673616236
n1,g5,personalized,a10,valve,-6dB,19,0.4815000871274403
master,g6,personalized,a10,valve,0dB,0,0.5495778716398385
n1,g7,personalized,a10,valve,0dB,1,0.5848572293142557
n3,g2,personalized,a10,valve,0dB,2,0.5781164026202168
master,g5,personalized,a10,valve,0dB,3,0.5893008634723671
n3,g1,personalized,a10,valve,0dB,4,0.5606214525956734
master,g3,personalized,a10,valve,0dB,5,0.5656302706273613
n1,g5,personalized,a10,valve,0dB,6,0.5688356826597276
n3,g6,personalized,a10,valve,0dB,7,0.5735557444437818
master,g2,personalized,a10,valve,0dB,8,0.5235369974352128
n3,g5,personalized,a10,valve,0dB,9,0.6153291979609702
master,g7,personalized,a10,valve,0dB,10,0.5712377635660235
n1,g4,personalized,a10,valve,0dB,11,0.6034018602321961
n3,g4,personalized,a10,valve,0dB,12,0.5766549123955659
master,g1,personalized,a10,valve,0dB,13,0.465453597514625
n3,g7,personalized,a10,valve,0dB,14,0.5992703095122554
master,g0,personalized,a10,valve,0dB,15,0.5890917581469134
n1,g6,personalized,a10,valve,0dB,16,0.5881319814944191
n3,g0,personalized,a10,valve,0dB,17,0.5522740992599107
master,g4,personalized,a10,valve,0dB,18,0.5963618989009133
n3,g3,personalized,a10,valve,0dB,19,0.4967930508477375
master,g6,personalized,a10,valve,6dB,0,0.6228117362501486
n3,g4,personalized,a10,valve,6dB,1,0.660755783173378
master,g5,personalized,a10,valve,6dB,2,0.6521712686958567
n1,g7,personalized,a10,valve,6dB,3,0.6797768024071769
n3,g2,personalized,a10,valve,6dB,4,0.6252170884390955
master,g3,personalized,a10,valve,6dB,5,0.6305080335649136
n3,g6,personalized,a10,valve,6dB,6,0.6486045910682694
master,g2,personalized,a10,valve,6dB,7,0.5606068580350698
n1,g4,personalized,a10,valve,6dB,8,0.4094808142403525
n3,g5,personalized,a10,valve,6dB,9,0.6892448878027181
master,g7,personalized,a10,valve,6dB,10,0.6428723228183021
n3,g7,personalized,a10,valve,6dB,11,0.7138433983076895
master,g0,personalized,a10,valve,6dB,12,0.7111366545504543
n1,g6,personalized,a10,valve,6dB,13,0.4386135854134656
n3,g0,personalized,a10,valve,6dB,14,0.67189084436577
master,g1,personalized,a10,valve,6dB,15,0.6713627139557821
n3,g1,personalized,a10,valve,6dB,16,0.624512091716695
master,g4,personalized,a10,valve,6dB,17,0.5044393125242923
n1,g5,personalized,a10,valve,6dB,18,0.6697360453133711
n3,g3,personalized,a10,valve,6dB,19,0.4214767965632107
n3,g4,personalized,a100,fan,-6dB,0,0.6279725060960313
master,g6,personalized,a100,fan,-6dB,1,0.642236475596532
n3,g2,personalized,a100,fan,-6dB,2,0.6193256436521285
master,g4,personalized,a100,fan,-6dB,3,0.6179581253472144
n1,g6,personalized,a100,fan,-6dB,4,0.6308443919292931
n3,g5,personalized,a100,fan,-6dB,5,0.5967059376422437
master,g3,personalized,a100,fan,-6dB,6,0.6416617940517593
n3,g0,personalized,a100,fan,-6dB,7,0.630221716805215
master,g2,personalized,a100,fan,-6dB,8,0.6168166179712429
n1,g4,personalized,a100,fan,-6dB,9,0.6610288388746834
n3,g3,personalized,a100,fan,-6dB,10,0.6250801999739524
master,g1,personalized,a100,fan,-6dB,11,0.6262807508808323
n3,g1,personalized,a100,fan,-6dB,12,0.6392831586906944
master,g0,personalized,a100,fan,-6dB,13,0.5697780401568656
n1,g7,personalized,a100,fan,-6dB,14,0.6391165841641701
n3,g7,personalized,a100,fan,-6dB,15,0.6370981761911756
master,g7,personalized,a100,fan,-6dB,16,0.6209494026415869
n3,g6,personalized,a100,fan,-6dB,17,0.624187594977084
master,g5,personalized,a100,fan,-6dB,18,0.645090356962051
n1,g5,personalized,a100,fan,-6dB,19,0.6124734294930352
master,g6,personalized,a100,fan,0dB,0,0.841183511905423
n1,g7,personalized,a100,fan,0dB,1,0.8192872164585223
n3,g3,personalized,a100,fan,0dB,2,0.8185301363712879
master,g4,personalized,a100,fan,0dB,3,0.7993077717966233
n3,g2,personalized,a100,fan,0dB,4,0.8285221908641491
master,g3,personalized,a100,fan,0dB,5,0.8042383623310474
n1,g5,personalized,a100,fan,0dB,6,0.7933087062187103
n3,g5,personalized,a100,fan,0dB,7,0.8442966804004801
master,g2,personalized,a100,fan,0dB,8,0.780660879961196
n3,g0,personalized,a100,fan,0dB,9,0.8331403000541314
master,g1,personalized,a100,fan,0dB,10,0.7761424936188281
n1,g6,personalized,a100,fan,0dB,11,0.8311192788468702
n3,g4,personalized,a100,fan,0dB,12,0.8468363907723321
master,g0,personalized,a100,fan,0dB,13,0.8266743584393433
n3,g7,personalized,a100,fan,0dB,14,0.8229976252965298
master,g7,personalized,a100,fan,0dB,15,0.8079147285089959
n1,g4,personalized,a100,fan,0dB,16,0.8064527647685426
n3,g6,personalized,a100,fan,0dB,17,0.8342063214557018
master,g5,personalized,a100,fan,0dB,18,0.8011555026713222
n3,g1,personalized,a100,fan,0dB,19,0.8185683187157246
master,g6,personalized,a100,fan,6dB,0,0.9544679943258971
n3,g3,personalized,a100,fan,6dB,1,0.9525490277649451
master,g5,personalized,a100,fan,6dB,2,0.9598823459117088
n1,g4,personalized,a100,fan,6dB,3,0.9534208034394132
n3,g2,personalized,a100,fan,6dB,4,0.9605910812928278
master,g3,personalized,a100,fan,6dB,5,0.9532363900581226
n3,g5,personalized,a100,fan,6dB,6,0.9505410979339979
master,g2,personalized,a100,fan,6dB,7,0.9555518762360574
n1,g6,personalized,a100,fan,6dB,8,0.9463977888861205
n3,g0,personalized,a100,fan,6dB,9,0.9584259890265875
master,g1,personalized,a100,fan,6dB,10,0.9494338992705469
n3,g4,personalized,a100,fan,6dB,11,0.9516730971692565
master,g0,personalized,a100,fan,6dB,12,0.9539538450065443
n1,g7,personalized,a100,fan,6dB,13,0.9480683287545709
n3,g1,personalized,a100,fan,6dB,14,0.9511980958738141
master,g7,personalized,a100,fan,6dB,15,0.9518495612697647
n3,g6,personalized,a100,fan,6dB,16,0.9508368003275021
master,g4,personalized,a100,fan,6dB,17,0.9529552639091159
n1,g5,personalized,a100,fan,6dB,18,0.9493353629296921
n3,g7,personalized,a100,fan,6dB,19,0.9519609767883456
n3,g4,personalized,a100,pump,-6dB,0,0.6690493651914101
master,g6,personalized,a100,pump,-6dB,1,0.6884044481408227
n3,g2,personalized,a100,pump,-6dB,2,0.6799691889147728
master,g3,personalized,a100,pump,-6dB,3,0.6591608415917456
n1,g6,personalized,a100,pump,-6dB,4,0.6869376994101356
n3,g5,personalized,a100,pump,-6dB,5,0.6505873852077693
master,g5,personalized,a100,pump,-6dB,6,0.686882234909486
n3,g0,personalized,a100,pump,-6dB,7,0.6778814317143382
master,g6,personalized,a100,pump,-6dB,8,0.6539457765043524
n1,g4,personalized,a100,pump,-6dB,9,0.6929731913109579
n3,g3,personalized,a100,pump,-6dB,10,0.6588314435223135
master,g1,personalized,a100,pump,-6dB,11,0.6755995754491163
n3,g1,personalized,a100,pump,-6dB,12,0.6787999445182632
master,g0,personalized,a100,pump,-6dB,13,0.701916960525933
n1,g7,personalized,a100,pump,-6dB,14,0.6719270987304247
n3,g6,personalized,a100,pump,-6dB,15,0.679411446409105
master,g7,personalized,a100,pump,-6dB,16,0.6834734549542409
n3,g7,personalized,a100,pump,-6dB,17,0.6670081564157501
master,g4,personalized,a100,pump,-6dB,18,0.6660328622908944
n1,g5,personalized,a100,pump,-6dB,19,0.6809277724559296
master,g2,personalized,a100,pump,0dB,0,0.7328792004581343
n1,g5,personalized,a100,pump,0dB,1,0.7354497752221644
n3,g2,personalized,a100,pump,0dB,2,0.7381028370056159
master,g3,personalized,a100,pump,0dB,3,0.7122853367635811
n3,g7,personalized,a100,pump,0dB,4,0.7599633284555907
master,g5,personalized,a100,pump,0dB,5,0.7314692904241635
n1,g6,personalized,a100,pump,0dB,6,0.7301365414237952
n3,g5,personalized,a100,pump,0dB,7,0.7601320124560383
master,g6,personalized,a100,pump,0dB,8,0.733825450413629
n3,g0,personalized,a100,pump,0dB,9,0.734942244970475
master,g1,personalized,a100,pump,0dB,10,0.7134700657375146
n1,g7,personalized,a100,pump,0dB,11,0.7231962175652902
n3,g4,personalized,a100,pump,0dB,12,0.7178891361414299
master,g0,personalized,a100,pump,0dB,13,0.7535140061161766
n3,g3,personalized,a100,pump,0dB,14,0.7401106451300972
master,g7,personalized,a100,pump,0dB,15,0.7328189150349524
n1,g4,personalized,a100,pump,0dB,16,0.7457347451529623
n3,g1,personalized,a100,pump,0dB,17,0.7118025885390303
master,g4,personalized,a100,pump,0dB,18,0.7297263928942358
n3,g6,personalized,a100,pump,0dB,19,0.7326790819316368
master,g2,personalized,a100,pump,6dB,0,0.8290159150835802
n3,g4,personalized,a100,pump,6dB,1,0.8412586623980921
master,g3,personalized,a100,pump,6dB,2,0.8323709378893792
n1,g5,personalized,a100,pump,6dB,3,0.8350384864475707
n3,g2,personalized,a100,pump,6dB,4,0.8553034879237161
master,g5,personalized,a100,pump,6dB,5,0.8334166426410728
n3,g5,personalized,a100,pump,6dB,6,0.8413961810845988
master,g6,personalized,a100,pump,6dB,7,0.8291188607598095
n1,g6,personalized,a100,pump,6dB,8,0.8389909435538285
n3,g0,personalized,a100,pump,6dB,9,0.8377763598826018
master,g1,personalized,a100,pump,6dB,10,0.8186518266595237
n3,g3,personalized,a100,pump,6dB,11,0.8260274786865958
master,g0,personalized,a100,pump,6dB,12,0.8312886750564698
n1,g7,personalized,a100,pump,6dB,13,0.8331279715776295
n3,g1,personalized,a100,pump,6dB,14,0.8511806107197788
master,g7,personalized,a100,pump,6dB,15,0.8410216310814231
n3,g6,personalized,a100,pump,6dB,16,0.8475913000249244
master,g4,personalized,a100,pump,6dB,17,0.8320892320217622
n1,g4,personalized,a100,pump,6dB,18,0.8569950336814973
n3,g7,personalized,a100,pump,6dB,19,0.8219072408217004
n3,g4,personalized,a100,slider,-6dB,0,0.8391751843713617
master,g1,personalized,a100,slider,-6dB,1,0.8358357380190329
n3,g2,personalized,a100,slider,-6dB,2,0.8488055288845894
master,g3,personalized,a100,slider,-6dB,3,0.8257146744089697
n1,g7,personalized,a100,slider,-6dB,4,0.8321822047808173
n3,g5,personalized,a100,slider,-6dB,5,0.8338848406240895
master,g5,personalized,a100,slider,-6dB,6,0.8493574258380679
n3,g0,personalized,a100,slider,-6dB,7,0.8376855355863064
master,g6,personalized,a100,slider,-6dB,8,0.8356704920555185
n1,g4,personalized,a100,slider,-6dB,9,0.8475803967580052
n3,g3,personalized,a100,slider,-6dB,10,0.8393209319548607
master,g0,personalized,a100,slider,-6dB,11,0.8621678621386947
n3,g1,personalized,a100,slider,-6dB,12,0.8419177937708596
master,g2,personalized,a100,slider,-6dB,13,0.770942233582015
n1,g5,personalized,a100,slider,-6dB,14,0.8472297329129654
n3,g6,personalized,a100,slider,-6dB,15,0.8426929737389994
master,g7,personalized,a100,slider,-6dB,16,0.8464473471557337
n3,g7,personalized,a100,slider,-6dB,17,0.8296774145727859
master,g4,personalized,a100,slider,-6dB,18,0.8401782349579887
n1,g6,personalized,a100,slider,-6dB,19,0.8192567281532609
master,g0,personalized,a100,slider,0dB,0,0.9060735673845443
n1,g5,personalized,a100,slider,0dB,1,0.8968098187518677
n3,g7,personalized,a100,slider,0dB,2,0.9026878165706572
master,g5,personalized,a100,slider,0dB,3,0.89680623600803
n3,g2,personalized,a100,slider,0dB,4,0.8990460784142813
master,g3,personalized,a100,slider,0dB,5,0.8967997955580971
n1,g6,personalized,a100,slider,0dB,6,0.9012353284773047
n3,g5,personalized,a100,slider,0dB,7,0.8904108802722858
master,g6,personalized,a100,slider,0dB,8,0.8907216973079892
n3,g0,personalized,a100,slider,0dB,9,0.8967632741182949
master,g1,personalized,a100,slider,0dB,10,0.8989860000169452
n1,g7,personalized,a100,slider,0dB,11,0.9060646860502205
n3,g4,personalized,a100,slider,0dB,12,0.9100120216495966
master,g4,personalized,a100,slider,0dB,13,0.8181817447597817
n3,g3,personalized,a100,slider,0dB,14,0.8966920003149788
master,g2,personalized,a100,slider,0dB,15,0.8979562236126206
n1,g4,personalized,a100,slider,0dB,16,0.9116778981687326
n3,g1,personalized,a100,slider,0dB,17,0.8835460550488975
master,g7,personalized,a100,slider,0dB,18,0.8954424561720759
n3,g6,personalized,a100,slider,0dB,19,0.8776739102484244
master,g4,personalized,a100,slider,6dB,0,0.9426121278083237
n3,g3,personalized,a100,slider,6dB,1,0.931543135745833
master,g5,personalized,a100,slider,6dB,2,0.9482536081449069
n1,g4,personalized,a100,slider,6dB,3,0.9469292687074915
n3,g2,personalized,a100,slider,6dB,4,0.9363379070939546
master,g2,personalized,a100,slider,6dB,5,0.947414678569986
n3,g5,personalized,a100,slider,6dB,6,0.9519681196785086
master,g6,personalized,a100,slider,6dB,7,0.9214444675798005
n1,g6,personalized,a100,slider,6dB,8,0.9089792128356994
n3,g0,personalized,a100,slider,6dB,9,0.9494144492516294
master,g7,personalized,a100,slider,6dB,10,0.9436894149193199
n3,g6,personalized,a100,slider,6dB,11,0.945469580064243
master,g1,personalized,a100,slider,6dB,12,0.9538041899571976
n1,g5,personalized,a100,slider,6dB,13,0.879752235205759
n3,g7,personalized,a100,slider,6dB,14,0.9430791444060894
master,g0,personalized,a100,slider,6dB,15,0.9447692231742305
n3,g4,personalized,a100,slider,6dB,16,0.9544769155871495
master,g3,personalized,a100,slider,6dB,17,0.8778662804207535
